"state","county","dropout","hs_diploma","some_college","four_year_degree","dropout_percent","hs_diploma_percent","some_college_percent","four_year_degree_percent","region","region_num","resident_count","avg_annual_pay","metro","avg_home_value"
"GA","Union County","1,958","6,053","5,721","3,971",11.1,34.2,32.3,22.4,"South","2",570,37393.01,"",202914.916666667
"GA","Upson County","3,612","6,454","5,437","2,470",20.1,35.9,30.3,13.7,"South","2",451,36577.01,"Thomaston",78189
"GA","Walker County","8,731","17,461","14,315","7,662",18.1,36.2,29.7,15.9,"South","2",717,34818.01,"Chattanooga",115533.75
"GA","Walton County","7,618","22,584","17,676","11,885",12.7,37.8,29.6,19.9,"South","2",1720,43041.01,"Atlanta-Sandy Springs-Roswell",201840.75
"GA","Ware County","4,127","9,879","6,815","3,358",17.1,40.9,28.2,13.9,"South","2",887,34480.01,"Waycross",73474.5
"GA","Warren County","1,038","1,664","695","527",26.5,42.4,17.7,13.4,"South","2",92,42149.01,"",56400.0833333333
"GA","Washington County","2,805","6,012","3,344","1,975",19.8,42.5,23.7,14,"South","2",376,37947.01,"",84727.1666666667
"GA","Wayne County","3,626","8,132","5,713","2,579",18.1,40.6,28.5,12.9,"South","2",564,40630.01,"Jesup",111065.166666667
"GA","Webster County","405","809","379","211",22.5,44.8,21,11.7,"South","2",37,42657.01,"",76080.9166666667
"GA","Wheeler County","1,208","2,672","901","703",22,48.7,16.4,12.8,"South","2",75,33671.01,"",76871
"GA","White County","3,059","6,477","6,595","4,383",14.9,31.6,32.1,21.4,"South","2",656,31777.01,"",179082.916666667
"GA","Whitfield County","20,409","19,304","16,488","10,491",30.6,28.9,24.7,15.7,"South","2",2248,43663.01,"Dalton",128884.083333333
"GA","Wilcox County","1,123","3,069","1,425","720",17.7,48.4,22.5,11.4,"South","2",106,30245.01,"",74767.1666666667
"GA","Wilkes County","1,362","3,122","1,607","876",19.5,44.8,23.1,12.6,"South","2",233,34394.01,"",91011.6666666667
"GA","Wilkinson County","976","3,288","1,355","668",15.5,52.3,21.6,10.6,"South","2",162,41159.01,"",68591.9166666667
"GA","Worth County","2,659","5,932","4,124","1,470",18.7,41.8,29.1,10.4,"South","2",287,34592.01,"Albany",108338.833333333
"HI","Hawaii County","10,552","42,529","45,412","41,196",7.6,30.4,32.5,29.5,"West","4",5549,44172.01,"Hilo",365803
"HI","Honolulu County","56,632","178,520","211,878","233,677",8.3,26.2,31.1,34.3,"West","4",26315,53111.01,"Urban Honolulu",701837.083333333
"HI","Kauai County","4,162","15,243","16,323","14,968",8.2,30.1,32.2,29.5,"West","4",2748,45929.01,"Kapaa",553433.25
"IA","Adair County","295","2,204","1,825","790",5.8,43.1,35.7,15.4,"Midwest","3",296,36707.01,"",98906.6666666667
"IA","Adams County","160","1,056","1,006","478",5.9,39.1,37.3,17.7,"Midwest","3",150,0.01,"",94462.3333333333
"IA","Allamakee County","1,196","3,770","2,930","1,792",12.3,38.9,30.2,18.5,"Midwest","3",475,35760.01,"",136269.916666667
"IA","Appanoose County","815","3,303","3,276","1,523",9.1,37,36.7,17.1,"Midwest","3",364,35650.01,"",76802.6666666667
"IA","Audubon County","421","1,657","1,457","602",10.2,40.1,35.2,14.6,"Midwest","3",222,37713.01,"",73827.5
"IA","Benton County","1,085","6,420","6,167","3,999",6.1,36.3,34.9,22.6,"Midwest","3",682,39558.01,"Cedar Rapids",148992.5
"IA","Black Hawk County","7,270","25,266","27,185","23,964",8.7,30.2,32.5,28.6,"Midwest","3",3841,47631.01,"Waterloo-Cedar Falls",129911.583333333
"IA","Boone County","1,054","5,965","6,871","4,578",5.7,32.3,37.2,24.8,"Midwest","3",729,40873.01,"Boone",134881.5
"IA","Bremer County","623","5,277","5,474","4,952",3.8,32.3,33.5,30.3,"Midwest","3",723,41903.01,"Waterloo-Cedar Falls",161296.416666667
"IA","Buchanan County","821","5,433","4,835","2,875",5.9,38.9,34.6,20.6,"Midwest","3",618,38642.01,"",134332.416666667
"IA","Buena Vista County","2,840","3,762","3,658","2,506",22.2,29.5,28.7,19.6,"Midwest","3",658,41623.01,"Storm Lake",118509.25
"IA","Butler County","760","3,928","3,893","1,823",7.3,37.8,37.4,17.5,"Midwest","3",424,36555.01,"",126146.75
"IA","Calhoun County","418","2,557","2,677","1,371",6,36.4,38.1,19.5,"Midwest","3",323,35834.01,"",82349.4166666667
"IA","Carroll County","892","5,013","4,823","3,070",6.5,36.3,35,22.2,"Midwest","3",971,39374.01,"Carroll",133812.083333333
"IA","Cass County","1,109","3,568","2,891","1,849",11.8,37.9,30.7,19.6,"Midwest","3",556,38976.01,"",92609.75
"IA","Cedar County","665","4,667","4,670","2,981",5.1,35.9,36,23,"Midwest","3",576,38556.01,"",161588
"IA","Cerro Gordo County","2,118","9,449","12,138","6,942",6.9,30.8,39.6,22.7,"Midwest","3",1684,41911.01,"Mason City",117474
"IA","Cherokee County","615","2,968","2,907","1,766",7.4,35.9,35.2,21.4,"Midwest","3",454,39343.01,"",99162.8333333333
"IA","Chickasaw County","645","3,627","2,650","1,412",7.7,43.5,31.8,16.9,"Midwest","3",437,42124.01,"",119945.25
"IA","Clarke County","684","2,601","1,939","1,063",10.9,41.4,30.8,16.9,"Midwest","3",241,39057.01,"",111545.833333333
"IA","Clay County","745","3,906","4,210","2,584",6.5,34.1,36.8,22.6,"Midwest","3",737,42609.01,"Spencer",126539.5
"IA","Clayton County","1,113","5,502","3,848","2,166",8.8,43.6,30.5,17.2,"Midwest","3",629,39934.01,"",125179.583333333
"IA","Clinton County","2,924","12,170","11,389","6,235",8.9,37.2,34.8,19.1,"Midwest","3",1412,40636.01,"Clinton",138875.75
"IA","Crawford County","2,481","4,021","3,234","1,428",22.2,36,29,12.8,"Midwest","3",495,42873.01,"",102705
"IA","Dallas County","2,562","9,851","15,319","27,049",4.7,18,28,49.4,"Midwest","3",2609,54730.01,"Des Moines-West Des Moines",240842.916666667
"IA","Davis County","937","1,888","1,614","1,145",16.8,33.8,28.9,20.5,"Midwest","3",254,36956.01,"Ottumwa",134520.166666667
"IA","Decatur County","550","1,828","1,342","1,143",11.3,37.6,27.6,23.5,"Midwest","3",225,32807.01,"",73343.1666666667
"IA","Delaware County","1,030","5,102","3,742","1,964",8.7,43.1,31.6,16.6,"Midwest","3",575,42702.01,"",142760.083333333
"IA","Des Moines County","2,321","9,033","10,517","5,636",8.4,32.8,38.2,20.5,"Midwest","3",1376,41624.01,"Burlington",102162.333333333
"IA","Dickinson County","535","3,558","4,609","3,972",4.2,28.1,36.4,31.3,"Midwest","3",884,37221.01,"Spirit Lake",220697.333333333
"IA","Dubuque County","4,911","21,282","18,703","19,669",7.6,33,29,30.5,"Midwest","3",3308,45570.01,"Dubuque",174025.333333333
"IA","Emmet County","615","2,155","2,390","1,305",9.5,33.3,37,20.2,"Midwest","3",336,38515.01,"",88639.0833333333
"IA","Fayette County","1,096","5,375","4,619","2,740",7.9,38.9,33.4,19.8,"Midwest","3",682,36466.01,"",94675.3333333333
"IA","Floyd County","1,167","3,700","3,842","2,170",10.7,34,35.3,19.9,"Midwest","3",504,42121.01,"",100377.666666667
"IA","Franklin County","672","2,566","2,629","1,264",9.4,36,36.9,17.7,"Midwest","3",385,42105.01,"",84514.4166666667
"IA","Fremont County","375","1,790","1,862","960",7.5,35.9,37.3,19.3,"Midwest","3",269,35465.01,"",96611
"IA","Greene County","399","2,486","2,136","1,265",6.3,39.5,34,20.1,"Midwest","3",332,40634.01,"",88448
"IA","Grundy County","500","2,660","3,047","2,417",5.8,30.8,35.3,28,"Midwest","3",369,45348.01,"Waterloo-Cedar Falls",138544
"IA","Guthrie County","539","2,904","2,594","1,486",7.2,38.6,34.5,19.8,"Midwest","3",374,40731.01,"Des Moines-West Des Moines",125181.666666667
"IA","Hamilton County","691","3,319","3,985","2,560",6.5,31.4,37.8,24.3,"Midwest","3",502,40954.01,"",101794.5
"IA","Hancock County","511","2,827","2,612","1,787",6.6,36.5,33.8,23.1,"Midwest","3",372,44185.01,"",100380.916666667
"IA","Hardin County","1,013","4,169","4,550","2,397",8.4,34.4,37.5,19.8,"Midwest","3",690,39939.01,"",91347.75
"IA","Harrison County","813","3,758","3,464","1,862",8.2,38,35,18.8,"Midwest","3",455,38251.01,"Omaha-Council Bluffs",116154.166666667
"IA","Henry County","967","5,149","4,815","2,744",7.1,37.7,35.2,20.1,"Midwest","3",628,41968.01,"",118526.5
"IA","Howard County","613","2,575","2,186","942",9.7,40.8,34.6,14.9,"Midwest","3",340,37677.01,"",107385.833333333
"IA","Humboldt County","520","2,401","2,368","1,393",7.8,35.9,35.4,20.8,"Midwest","3",366,41627.01,"",102596
"IA","Ida County","315","1,845","1,743","917",6.5,38.3,36.2,19,"Midwest","3",302,44893.01,"",71445.6666666667
"IA","Iowa County","696","4,222","4,145","2,142",6.2,37.7,37,19.1,"Midwest","3",728,38719.01,"",152714.416666667
"IA","Jackson County","1,046","5,705","4,313","2,568",7.7,41.9,31.6,18.8,"Midwest","3",684,34665.01,"",134823.583333333
"IA","Jasper County","1,623","11,010","8,682","4,634",6.3,42.4,33.5,17.9,"Midwest","3",924,38987.01,"Newton",120904.25
"IA","Jefferson County","935","3,540","4,263","4,030",7.3,27.7,33.4,31.6,"Midwest","3",781,40141.01,"Fairfield",118613.333333333
"IA","Johnson County","4,100","13,985","22,501","45,730",4.7,16.2,26.1,53,"Midwest","3",4283,51376.01,"Iowa City",227383.75
"IA","Jones County","1,212","5,809","4,905","2,697",8.3,39.7,33.5,18.4,"Midwest","3",636,38831.01,"Cedar Rapids",138784.666666667
"IA","Keokuk County","534","2,948","2,376","1,304",7.5,41.2,33.2,18.2,"Midwest","3",309,37143.01,"",76329.1666666667
"IA","Kossuth County","597","3,993","4,084","1,944",5.6,37.6,38.5,18.3,"Midwest","3",637,43607.01,"",99123.25
"IA","Lee County","1,913","10,007","8,682","3,829",7.8,41,35.5,15.7,"Midwest","3",1073,43577.01,"Fort Madison-Keokuk",88655.4166666667
"IA","Linn County","7,943","40,304","51,481","49,199",5.3,27.1,34.6,33,"Midwest","3",6922,55219.01,"Cedar Rapids",153760.333333333
"IA","Louisa County","1,393","2,812","2,402","1,096",18.1,36.5,31.2,14.2,"Midwest","3",270,39939.01,"",101227.5
"IA","Lucas County","429","2,465","2,026","1,010",7.2,41.6,34.2,17,"Midwest","3",232,41622.01,"",81152.6666666667
"IA","Lyon County","719","2,776","2,490","1,626",9.4,36.5,32.7,21.4,"Midwest","3",498,38547.01,"",126958.583333333
"IA","Madison County","554","3,868","3,776","2,569",5.1,35.9,35.1,23.9,"Midwest","3",493,37821.01,"Des Moines-West Des Moines",173927.333333333
"IA","Mahaska County","1,317","5,799","4,478","3,334",8.8,38.8,30,22.3,"Midwest","3",625,41704.01,"Oskaloosa",116305.666666667
"IA","Marion County","1,431","7,665","6,814","5,702",6.6,35.5,31.5,26.4,"Midwest","3",998,49256.01,"Pella",151154
"IA","Marshall County","4,362","9,093","8,156","5,065",16.4,34.1,30.6,19,"Midwest","3",1026,44805.01,"Marshalltown",106537.666666667
"IA","Mills County","676","3,562","3,620","2,442",6.6,34.6,35.1,23.7,"Midwest","3",398,43605.01,"Omaha-Council Bluffs",166653
"IA","Mitchell County","737","2,908","2,363","1,288",10.1,39.9,32.4,17.7,"Midwest","3",388,41963.01,"",118853.25
"IA","Monona County","488","2,541","2,302","1,067",7.6,39.7,36,16.7,"Midwest","3",300,35186.01,"",82370
"IA","Monroe County","639","2,173","1,644","885",12,40.7,30.8,16.6,"Midwest","3",243,49087.01,"",107464.083333333
"IA","Montgomery County","700","2,621","2,505","1,232",9.9,37.1,35.5,17.5,"Midwest","3",386,40017.01,"",72560.8333333333
"IA","Muscatine County","3,544","9,908","8,817","6,283",12.4,34.7,30.9,22,"Midwest","3",1190,49567.01,"Muscatine",133763.333333333
"IA","Osceola County","468","1,648","1,387","772",10.9,38.5,32.4,18.1,"Midwest","3",255,39449.01,"",68706.8333333333
"IA","Page County","1,014","3,854","3,888","2,374",9.1,34.6,34.9,21.3,"Midwest","3",488,39412.01,"",74927.3333333333
"IA","Palo Alto County","410","1,816","2,473","1,569",6.5,29,39.5,25,"Midwest","3",352,36754.01,"",97209.25
"IA","Plymouth County","1,180","5,664","6,391","3,528",7,33.8,38.1,21,"Midwest","3",820,47104.01,"Sioux City",162860.166666667
"IA","Pocahontas County","426","1,916","1,893","729",8.6,38.6,38.1,14.7,"Midwest","3",286,46491.01,"",68720.6666666667
"IA","Polk County","26,653","77,890","95,824","113,109",8.5,24.8,30.6,36.1,"Midwest","3",17668,57186.01,"Des Moines-West Des Moines",188685.666666667
"IA","Pottawattamie County","6,653","20,861","22,180","13,396",10.5,33.1,35.2,21.2,"Midwest","3",2541,42316.01,"Omaha-Council Bluffs",135344.583333333
"IA","Poweshiek County","846","4,531","3,676","3,028",7,37.5,30.4,25.1,"Midwest","3",663,42500.01,"",144521
"IA","Ringgold County","268","1,351","1,140","715",7.7,38.9,32.8,20.6,"Midwest","3",187,36138.01,"",82278.75
"IA","Sac County","521","2,606","2,433","1,441",7.4,37.2,34.8,20.6,"Midwest","3",388,37974.01,"",89125.5833333333
"IA","Scott County","8,215","34,749","36,288","37,088",7.1,29.9,31.2,31.9,"Midwest","3",5692,45758.01,"Davenport-Moline-Rock Island",156511
"IA","Shelby County","665","2,976","2,895","1,719",8.1,36.1,35.1,20.8,"Midwest","3",444,39904.01,"",127266.083333333
"IA","Sioux County","1,885","6,450","6,449","5,785",9.2,31.4,31.4,28.1,"Midwest","3",1480,42147.01,"",172027.833333333
"IA","Story County","1,474","9,002","14,101","25,714",2.9,17.9,28,51.1,"Midwest","3",2631,50169.01,"Ames",198324.25
"IA","Tama County","1,053","4,654","4,045","1,875",9.1,40,34.8,16.1,"Midwest","3",429,38379.01,"",107019.416666667
"IA","Taylor County","422","1,691","1,559","642",9.8,39.2,36.1,14.9,"Midwest","3",184,37056.01,"",76261.6666666667
"IA","Union County","829","3,078","3,122","1,461",9.8,36.3,36.8,17.2,"Midwest","3",433,38133.01,"",87580.9166666667
"IA","Van Buren County","505","2,048","1,758","710",10.1,40.8,35,14.1,"Midwest","3",212,36066.01,"",94859.5833333333
"IA","Wapello County","2,904","8,591","8,258","4,322",12.1,35.7,34.3,18,"Midwest","3",880,40501.01,"Ottumwa",74025.5833333333
"IA","Warren County","1,397","9,806","10,861","10,241",4.3,30.4,33.6,31.7,"Midwest","3",1106,39565.01,"Des Moines-West Des Moines",189727.25
"IA","Washington County","1,336","5,888","4,537","3,214",8.9,39.3,30.3,21.5,"Midwest","3",782,36319.01,"Iowa City",142756.916666667
"IA","Wayne County","484","1,951","1,361","566",11.1,44.7,31.2,13,"Midwest","3",195,38506.01,"",74087.6666666667
"IA","Webster County","2,274","8,433","9,181","4,857",9.2,34.1,37.1,19.6,"Midwest","3",1206,45069.01,"Fort Dodge",86320.75
"IA","Winnebago County","591","2,398","2,604","1,612",8.2,33.3,36.1,22.4,"Midwest","3",399,36334.01,"",103990.25
"IA","Winneshiek County","716","4,397","4,332","3,989",5.3,32.7,32.2,29.7,"Midwest","3",743,40118.01,"",175582.916666667
"IA","Woodbury County","8,688","21,064","20,583","15,047",13.3,32.2,31.5,23,"Midwest","3",3237,41615.01,"Sioux City",112974.916666667
"IA","Worth County","380","1,962","2,107","819",7.2,37.2,40,15.5,"Midwest","3",240,36417.01,"Mason City",103535.416666667
"IA","Wright County","725","3,187","3,404","1,573",8.2,35.9,38.3,17.7,"Midwest","3",500,43541.01,"",71598.0833333333
"ID","Ada County","14,497","68,554","102,595","112,640",4.9,23,34.4,37.8,"West","4",16471,50463.01,"Boise City",291460.5
"ID","Adams County","318","1,154","1,009","584",10.4,37.7,32.9,19.1,"West","4",184,37169.01,"",243914.666666667
"ID","Bannock County","4,351","14,134","20,383","14,549",8.1,26.5,38.2,27.2,"West","4",2352,36908.01,"Pocatello",168512.666666667
"ID","Bear Lake County","244","1,523","1,360","795",6.2,38.8,34.7,20.3,"West","4",229,29136.01,"",194503.833333333
"ID","Benewah County","748","2,484","2,184","967",11.7,38.9,34.2,15.1,"West","4",346,40457.01,"",147303.083333333
"ID","Bingham County","3,386","8,153","10,006","5,619",12.5,30,36.8,20.7,"West","4",1116,35566.01,"Blackfoot",181383.166666667
"ID","Blaine County","1,788","3,399","4,335","5,892",11.6,22.1,28.1,38.2,"West","4",1652,42807.01,"Hailey",528501.583333333
"ID","Boise County","346","1,512","2,162","1,502",6.3,27.4,39.2,27.2,"West","4",202,28402.01,"Boise City",228246.5
"ID","Bonner County","2,891","9,619","11,772","7,305",9.2,30.5,37.3,23.1,"West","4",1733,36373.01,"Sandpoint",309862.25
"ID","Bonneville County","5,624","17,700","24,084","20,381",8.3,26.1,35.5,30.1,"West","4",3962,38608.01,"Idaho Falls",199420.25
"ID","Boundary County","641","3,306","2,568","1,529",8,41.1,31.9,19,"West","4",476,37175.01,"",236860.833333333
"ID","Camas County","39","232","220","119",6.4,38,36.1,19.5,"West","4",62,52616.01,"Hailey",105598.416666667
"ID","Canyon County","19,989","41,573","44,561","23,741",15.4,32,34.3,18.3,"West","4",5276,36833.01,"Boise City",202793.083333333
"ID","Caribou County","344","1,439","1,759","878",7.8,32.6,39.8,19.9,"West","4",298,54455.01,"",165894.333333333
"ID","Cassia County","2,440","4,164","4,718","2,583",17.5,29.9,33.9,18.6,"West","4",920,36762.01,"Burley",175471.083333333
"ID","Clearwater County","700","2,330","2,527","1,129",10.5,34.8,37.8,16.9,"West","4",311,37351.01,"",174692.916666667
"ID","Custer County","335","944","1,156","729",10.6,29.8,36.5,23,"West","4",251,31787.01,"",212451.583333333
"ID","Elmore County","1,738","4,582","7,346","2,690",10.6,28,44.9,16.4,"West","4",623,34380.01,"Mountain Home",167037.5
"ID","Franklin County","694","2,869","2,909","1,427",8.8,36.3,36.8,18.1,"West","4",421,30080.01,"Logan",225088.583333333
"ID","Fremont County","1,016","2,646","2,876","1,726",12.3,32,34.8,20.9,"West","4",399,34704.01,"Rexburg",230383.5
"ID","Gem County","1,425","4,621","3,989","1,749",12.1,39.2,33.9,14.8,"West","4",487,33297.01,"Boise City",207930.166666667
"ID","Gooding County","1,974","3,624","2,671","1,481",20.2,37.2,27.4,15.2,"West","4",549,36549.01,"",153751
"ID","Idaho County","1,125","4,209","4,227","2,419",9.4,35.1,35.3,20.2,"West","4",575,36270.01,"",204780.666666667
"ID","Jefferson County","1,749","4,440","6,220","3,616",10.9,27.7,38.8,22.6,"West","4",704,32931.01,"Idaho Falls",238155.166666667
"ID","Jerome County","3,150","4,620","4,252","2,098",22.3,32.7,30.1,14.9,"West","4",708,38118.01,"Twin Falls",169381
"ID","Kootenai County","7,923","28,700","42,760","26,349",7.5,27.1,40.4,24.9,"West","4",5463,39469.01,"Coeur d'Alene",300560.416666667
"ID","Latah County","800","4,352","6,851","9,861",3.7,19.9,31.3,45.1,"West","4",1104,37286.01,"Moscow",274627
"ID","Lemhi County","462","1,887","2,306","1,243",7.8,32,39.1,21.1,"West","4",384,34549.01,"",218200
"ID","Lewis County","312","794","1,130","469",11.5,29.4,41.8,17.3,"West","4",210,31954.01,"",140058.083333333
"ID","Lincoln County","671","1,128","1,129","330",20.6,34.6,34.7,10.1,"West","4",164,36207.01,"Hailey",126120
"ID","Madison County","666","2,559","7,145","5,923",4.1,15.7,43.9,36.4,"West","4",1034,30834.01,"Rexburg",237219.5
"ID","Minidoka County","2,763","3,784","4,544","1,711",21.6,29.6,35.5,13.4,"West","4",612,37938.01,"Burley",154862.75
"ID","Nez Perce County","2,153","9,161","10,449","6,092",7.7,32.9,37.5,21.9,"West","4",1243,41630.01,"Lewiston",232205.416666667
"ID","Oneida County","243","999","1,040","419",9,37,38.5,15.5,"West","4",145,27350.01,"",163782.916666667
"ID","Owyhee County","1,856","2,552","2,195","833",25,34.3,29.5,11.2,"West","4",294,35079.01,"Boise City",176169.083333333
"ID","Payette County","2,252","5,059","5,576","2,138",15,33.7,37.1,14.2,"West","4",623,36047.01,"Ontario",182162.666666667
"ID","Power County","929","1,644","1,506","773",19.1,33.9,31,15.9,"West","4",241,42014.01,"",167077.75
"ID","Shoshone County","1,322","3,531","3,254","1,064",14.4,38.5,35.5,11.6,"West","4",418,38202.01,"",114179
"ID","Teton County","521","1,190","2,585","3,050",7.1,16.2,35.2,41.5,"West","4",562,36095.01,"Jackson",339604.25
"ID","Twin Falls County","6,501","14,840","20,934","10,943",12.2,27.9,39.3,20.6,"West","4",2941,35710.01,"Twin Falls",192167.583333333
"ID","Valley County","438","2,417","2,807","2,435",5.4,29.9,34.7,30.1,"West","4",651,36116.01,"",319941.833333333
"ID","Washington County","998","2,576","2,442","1,043",14.1,36.5,34.6,14.8,"West","4",282,33510.01,"",155358.833333333
"IL","Adams County","3,417","15,923","15,386","11,448",7.4,34.5,33.3,24.8,"Midwest","3",1738,42078.01,"Quincy",119145.75
"IL","Bond County","1,216","4,354","3,677","2,576",10.3,36.8,31.1,21.8,"Midwest","3",306,41342.01,"St. Louis",103095.416666667
"IL","Boone County","4,835","12,308","9,671","8,113",13.8,35.2,27.7,23.2,"Midwest","3",851,49196.01,"Rockford",167662.666666667
"IL","Bureau County","1,981","9,062","7,887","4,641",8.4,38.4,33.5,19.7,"Midwest","3",788,40719.01,"Ottawa-Peru",90712.0833333333
"IL","Calhoun County","328","1,527","1,167","477",9.4,43.6,33.4,13.6,"Midwest","3",98,26038.01,"St. Louis",125746.75
"IL","Carroll County","913","4,432","3,394","1,933",8.6,41.5,31.8,18.1,"Midwest","3",413,35192.01,"",100130.833333333
"IL","Cass County","1,379","3,722","2,254","1,262",16,43.2,26.2,14.6,"Midwest","3",279,35907.01,"",81345.8333333333
"IL","Champaign County","5,927","26,307","35,152","53,851",4.9,21.7,29,44.4,"Midwest","3",4087,47978.01,"Champaign-Urbana",139795.416666667
"IL","Christian County","2,656","9,975","7,216","3,939",11.2,41.9,30.3,16.6,"Midwest","3",691,37321.01,"Taylorville",80727.1666666667
"IL","Clark County","999","4,268","3,786","1,936",9.1,38.8,34.5,17.6,"Midwest","3",322,37253.01,"",90709.25
"IL","Clay County","940","3,475","3,511","1,424",10.1,37.2,37.6,15.2,"Midwest","3",361,38084.01,"",65353.0833333333
"IL","Clinton County","2,693","8,589","9,405","5,994",10.1,32.2,35.2,22.5,"Midwest","3",879,37206.01,"St. Louis",137743
"IL","Coles County","3,140","9,916","11,506","8,441",9.5,30,34.9,25.6,"Midwest","3",1063,38351.01,"Charleston-Mattoon",85220.5
"IL","Cook County","477,426","837,569","910,060","1,361,974",13.3,23.3,25.4,38,"Midwest","3",137526,67308.01,"Chicago-Naperville-Elgin",240966.666666667
"IL","Crawford County","1,807","4,132","5,577","2,285",13.1,29.9,40.4,16.6,"Midwest","3",416,49991.01,"",80427.8333333333
"IL","Cumberland County","789","3,053","2,579","1,201",10.4,40.1,33.8,15.8,"Midwest","3",203,33213.01,"Charleston-Mattoon",93524
"IL","DeKalb County","4,672","15,626","21,811","19,254",7.6,25.5,35.5,31.4,"Midwest","3",2020,43660.01,"Chicago-Naperville-Elgin",170154.166666667
"IL","Douglas County","2,321","4,289","4,035","2,490",17.7,32.7,30.7,19,"Midwest","3",593,39076.01,"",100054.916666667
"IL","DuPage County","46,996","116,273","162,067","309,562",7.4,18.3,25.5,48.8,"Midwest","3",34371,64153.01,"Chicago-Naperville-Elgin",293603.583333333
"IL","Edgar County","1,362","4,847","4,318","2,118",10.8,38.3,34.1,16.7,"Midwest","3",371,42064.01,"",65333.5833333333
"IL","Edwards County","384","1,591","1,930","633",8.5,35.1,42.5,13.9,"Midwest","3",154,40189.01,"",46232.75
"IL","Effingham County","1,718","8,473","7,856","5,230",7.4,36.4,33.8,22.5,"Midwest","3",1194,39609.01,"Effingham",133914
"IL","Fayette County","2,606","6,098","4,844","1,793",17,39.7,31.6,11.7,"Midwest","3",473,33389.01,"",79043.5
"IL","Ford County","934","3,363","3,159","1,882",10,36,33.8,20.2,"Midwest","3",349,41921.01,"Champaign-Urbana",84020.75
"IL","Franklin County","3,391","9,022","10,789","4,393",12.3,32.7,39.1,15.9,"Midwest","3",743,37230.01,"",60656.25
"IL","Fulton County","3,056","8,844","9,178","4,510",11.9,34.6,35.9,17.6,"Midwest","3",667,34326.01,"Canton",74003.0833333333
"IL","Greene County","1,139","4,170","2,921","1,169",12.1,44.4,31.1,12.4,"Midwest","3",236,31326.01,"",63337.25
"IL","Grundy County","2,320","11,085","12,242","7,908",6.9,33,36.5,23.6,"Midwest","3",1162,55170.01,"Chicago-Naperville-Elgin",188357.083333333
"IL","Hamilton County","670","1,973","2,124","1,071",11.5,33.8,36.4,18.3,"Midwest","3",205,42640.01,"",75038.3333333333
"IL","Hancock County","893","4,963","4,411","2,773",6.8,38.1,33.8,21.3,"Midwest","3",412,35030.01,"Fort Madison-Keokuk",84363.75
"IL","Henderson County","508","2,231","1,598","790",9.9,43.5,31.2,15.4,"Midwest","3",136,28567.01,"Burlington",82402.1666666667
"IL","Henry County","3,397","11,722","11,670","7,842",9.8,33.8,33.7,22.6,"Midwest","3",1010,38474.01,"Davenport-Moline-Rock Island",119013.333333333
"IL","Iroquois County","2,157","7,952","6,736","3,072",10.8,39.9,33.8,15.4,"Midwest","3",737,34464.01,"",90335.1666666667
"IL","Jackson County","2,763","8,353","11,475","12,727",7.8,23.7,32.5,36,"Midwest","3",1189,46121.01,"Carbondale-Marion",121035.25
"IL","Jasper County","716","2,699","2,123","1,171",10.7,40.2,31.6,17.5,"Midwest","3",237,38172.01,"",83035.6666666667
"IL","Jefferson County","3,739","8,152","10,137","4,639",14,30.6,38,17.4,"Midwest","3",891,42074.01,"Mount Vernon",90198.9166666667
"IL","Jersey County","1,264","5,719","5,155","3,121",8.3,37.5,33.8,20.5,"Midwest","3",405,33664.01,"St. Louis",117716.416666667
"IL","Jo Daviess County","1,323","6,012","5,020","3,867",8.2,37.1,30.9,23.8,"Midwest","3",728,35207.01,"",163013.833333333
"IL","Johnson County","1,639","2,910","3,154","1,526",17.8,31.5,34.2,16.5,"Midwest","3",181,45037.01,"",88733.25
"IL","Kane County","54,761","77,366","97,534","113,849",15.9,22.5,28.4,33.1,"Midwest","3",12490,49353.01,"Chicago-Naperville-Elgin",230870.916666667
"IL","Kankakee County","8,846","24,460","24,253","15,260",12.1,33.6,33.3,21,"Midwest","3",2255,42528.01,"Kankakee",137633.25
"IL","Kendall County","6,147","18,279","26,055","27,653",7.9,23.4,33.3,35.4,"Midwest","3",2134,42132.01,"Chicago-Naperville-Elgin",233389
"IL","Knox County","3,988","12,850","12,113","6,582",11.2,36.2,34.1,18.5,"Midwest","3",1030,35553.01,"Galesburg",74464.6666666667
"IL","Lake County","43,138","96,532","111,551","205,787",9.4,21.1,24.4,45,"Midwest","3",20132,75427.01,"Chicago-Naperville-Elgin",242546.416666667
"IL","Lawrence County","1,793","4,325","4,006","1,580",15.3,37,34.2,13.5,"Midwest","3",260,40572.01,"",49219.5
"IL","Lee County","2,785","8,532","9,232","4,418",11.2,34.2,37,17.7,"Midwest","3",701,45129.01,"Dixon",96438.0833333333
"IL","Livingston County","2,722","11,005","7,779","4,014",10.7,43.1,30.5,15.7,"Midwest","3",866,44791.01,"Pontiac",96629
"IL","Logan County","2,264","7,157","6,862","4,162",11.1,35,33.6,20.4,"Midwest","3",566,41711.01,"Lincoln",92658.9166666667
"IL","Macon County","7,117","25,214","24,414","16,485",9.7,34.4,33.3,22.5,"Midwest","3",2182,51690.01,"Decatur",91741.5833333333
"IL","Macoupin County","2,902","12,488","10,691","6,262",9,38.6,33.1,19.4,"Midwest","3",887,35978.01,"St. Louis",87841.0833333333
"IL","Madison County","14,564","56,749","65,830","47,775",7.9,30.7,35.6,25.8,"Midwest","3",5384,43697.01,"St. Louis",125954.916666667
